symbol,close,date
AAPL,214.009998,2010-01-04
AAPL,214.379993,2010-01-05
AAPL,210.969995,2010-01-06
AAPL,210.58,2010-01-07
AAPL,211.98000499999998,2010-01-08
AAPL,210.11000299999998,2010-01-11
AAPL,207.720001,2010-01-12
AAPL,210.650002,2010-01-13
AAPL,209.43,2010-01-14
AAPL,205.93,2010-01-15
AAPL,215.039995,2010-01-19
AAPL,211.73,2010-01-20
AAPL,208.069996,2010-01-21
AAPL,197.75,2010-01-22
AAPL,203.070002,2010-01-25
AAPL,205.940001,2010-01-26
AAPL,207.880005,2010-01-27
AAPL,199.289995,2010-01-28
AAPL,192.060003,2010-01-29
AAPL,194.729998,2010-02-01
AAPL,195.859997,2010-02-02
AAPL,199.229994,2010-02-03
AAPL,192.050003,2010-02-04
AAPL,195.460001,2010-02-05
AAPL,194.11999699999998,2010-02-08
AAPL,196.19000400000002,2010-02-09
AAPL,195.12000700000002,2010-02-10
AAPL,198.669994,2010-02-11
AAPL,200.37999299999998,2010-02-12
AAPL,203.399996,2010-02-16
AAPL,202.550003,2010-02-17
AAPL,202.929998,2010-02-18
AAPL,201.669996,2010-02-19
AAPL,200.419994,2010-02-22
AAPL,197.059998,2010-02-23
AAPL,200.66,2010-02-24
AAPL,202.000004,2010-02-25
AAPL,204.61999699999998,2010-02-26
AAPL,208.990004,2010-03-01
AAPL,208.85,2010-03-02
AAPL,209.329998,2010-03-03
AAPL,210.71000299999997,2010-03-04
AAPL,218.95000499999998,2010-03-05
AAPL,219.079994,2010-03-08
AAPL,223.020004,2010-03-09
AAPL,224.83999300000002,2010-03-10
AAPL,225.500008,2010-03-11
AAPL,226.600006,2010-03-12
AAPL,223.83999599999999,2010-03-15
AAPL,224.44999700000002,2010-03-16
AAPL,224.12000299999997,2010-03-17
AAPL,224.650002,2010-03-18
AAPL,222.25,2010-03-19
AAPL,224.750004,2010-03-22
AAPL,228.359993,2010-03-23
AAPL,229.37000299999997,2010-03-24
AAPL,226.649994,2010-03-25
AAPL,230.899998,2010-03-26
AAPL,232.389992,2010-03-29
AAPL,235.84999100000002,2010-03-30
AAPL,235.000011,2010-03-31
AAPL,235.96999399999999,2010-04-01
AAPL,238.48999799999999,2010-04-05
AAPL,239.540009,2010-04-06
AAPL,240.600006,2010-04-07
AAPL,239.95000499999998,2010-04-08
AAPL,241.789993,2010-04-09
AAPL,242.29000499999998,2010-04-12
AAPL,242.43000800000002,2010-04-13
AAPL,245.690002,2010-04-14
AAPL,248.92001000000002,2010-04-15
AAPL,247.400002,2010-04-16
AAPL,247.07000699999998,2010-04-19
AAPL,244.590004,2010-04-20
AAPL,259.22000499999996,2010-04-21
AAPL,266.46999700000003,2010-04-22
AAPL,270.82999,2010-04-23
AAPL,269.5,2010-04-26
AAPL,262.039989,2010-04-27
AAPL,261.600006,2010-04-28
AAPL,268.64000699999997,2010-04-29
AAPL,261.090008,2010-04-30
AAPL,266.34999500000004,2010-05-03
AAPL,258.679993,2010-05-04
